Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2014,1.03367670851244,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2013,1.03351339327464,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2012,1.03371987114706,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2011,1.03394964530409,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2010,1.03409639797824,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2009,1.03438744739038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2008,1.03436411925216,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2007,1.03432367055856,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2006,1.03477153421379,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2005,1.03515038805914,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2004,1.03492290033537,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2003,1.03516645913967,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2002,1.03537409830003,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2001,1.03588385900358,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,2000,1.03625233217844,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1999,1.03649318152097,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1998,1.03679060671269,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1997,1.03694820223145,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1996,1.03721147060736,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1995,1.03743982364413,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1994,1.03793926940193,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1993,1.03800593220622,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1992,1.03779226710186,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1991,1.03777052321739,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1990,1.03779417948747,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1989,1.03782205662912,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1988,1.0376620088171,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1987,1.03761458089254,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1986,1.03729354779178,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1985,1.03707617382971,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1984,1.03701715079483,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1983,1.03684683814069,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1982,1.03671093279855,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1981,1.03664169204245,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1980,1.0365084062311,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1979,1.03663986090604,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1978,1.0365849458646,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1977,1.03662063555051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1976,1.03677172509161,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1975,1.03680471710137,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1974,1.03695280473906,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1973,1.03701288855335,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1972,1.03697446126934,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1971,1.03672737916881,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1970,1.03672733849662,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1969,1.03646057371011,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1968,1.03627877412995,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1967,1.03614139238036,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1966,1.03599875911815,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1965,1.03582019893887,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1964,1.03562134950177,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1963,1.03557102552023,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1962,1.03553967111912,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1961,1.03535771022526,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Sub-Saharan Africa (IDA & IBRD),TSS,1960,1.03533147585998,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2021,1.0747954760703,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2020,1.07849584714141,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2019,1.08414735598,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2018,1.08666484813588,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2017,1.09210567046209,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2016,1.09566738523899,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2015,1.09451506008255,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2014,1.10001117998999,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2013,1.1006509167948,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2012,1.10530688919533,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2011,1.10448946856864,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2010,1.10281341220175,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2009,1.10407226499034,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2008,1.10481698733218,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2007,1.10592539683751,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2006,1.10633963555062,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2005,1.10703406243628,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2004,1.10674356095154,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2003,1.10678996236705,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2002,1.10718592266536,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2001,1.1070660701911,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,2000,1.10732531837987,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1999,1.10679041166111,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1998,1.10652099364019,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1997,1.10549676616598,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1996,1.10328381658018,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1995,1.10054737912129,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1994,1.09811044478184,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1993,1.09511770713167,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1992,1.09154198866338,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1991,1.08903478364877,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1990,1.08624583053758,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1989,1.0827619879255,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1988,1.07926928168102,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1987,1.07576922627947,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1986,1.07176913326715,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1985,1.06882745438185,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1984,1.06592891100817,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1983,1.06427523649381,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1982,1.06320481477726,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1981,1.06157918257295,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1980,1.05970959253527,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1979,1.05893123492763,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1978,1.0585024043756,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1977,1.0580072390968,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1976,1.05786050490353,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1975,1.05762933445441,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1974,1.05714139253087,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1973,1.05720690354456,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1972,1.05730133115465,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1971,1.05729241472821,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1970,1.05770152842666,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1969,1.05720457934591,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1968,1.05730071012889,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1967,1.05709036448195,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1966,1.05666671803597,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1965,1.05690728186253,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1964,1.05699100296855,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1963,1.05736911563574,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1962,1.05670414405874,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1961,1.05433688910281,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Upper middle income,UMC,1960,1.05481166156611,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2021,1.05793087428202,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2020,1.05948507754985,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2019,1.06206951494165,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2018,1.06347126246233,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2017,1.06590330391655,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2016,1.06763271454418,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2015,1.06742869128419,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2014,1.06978080089584,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2013,1.0698901772936,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2012,1.07209348931865,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2011,1.07231908303798,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2010,1.07183695253315,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2009,1.07241273247586,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2008,1.07263781046953,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2007,1.07299017946989,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2006,1.07334972526751,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2005,1.07432272185147,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2004,1.07429541565579,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2003,1.07427192119068,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2002,1.07457378482892,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2001,1.075465053511,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,2000,1.07650956523676,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1999,1.076261199259,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1998,1.07654323582119,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1997,1.07637022052785,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1996,1.07566729483663,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1995,1.07482943584518,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1994,1.0734801674472,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1993,1.0716074196004,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1992,1.06959546161637,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1991,1.06839133008009,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1990,1.06699097138408,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1989,1.06515731885881,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1988,1.06429223745542,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1987,1.06278435929456,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1986,1.06087069866287,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1985,1.05949869892977,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1984,1.05867410513715,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1983,1.05799208568225,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1982,1.0576466634501,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1981,1.05751508860596,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1980,1.05665772230693,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1979,1.05631209050839,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1978,1.0562256265543,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1977,1.05606815329024,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1976,1.05604949643183,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1975,1.05552582773822,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1974,1.05524766762775,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1973,1.05487766417923,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1972,1.05495637346603,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1971,1.05469031688933,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1970,1.05494367895289,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1969,1.05444432773831,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1968,1.05431438717471,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1967,1.05397176962444,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1966,1.05401511157949,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1965,1.05393653711071,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1964,1.0539340312944,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1963,1.05418610982334,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1962,1.05369833166094,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1961,1.05256911293475,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,World,WLD,1960,1.05277397160295,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2021,1.052,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2020,1.052,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2019,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2018,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2017,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2016,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2015,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2014,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2013,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2012,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2011,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2010,1.061,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2009,1.062,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2008,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2007,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2006,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2005,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2004,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2003,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2002,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2001,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,2000,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1999,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1998,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1997,1.062,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1996,1.06,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1995,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1994,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1993,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1992,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1991,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1990,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1989,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1988,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1987,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1986,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1985,1.052,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1984,1.051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1983,1.051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1982,1.051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1981,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1980,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1979,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1978,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1977,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1976,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1975,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1974,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1973,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1972,1.05,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1971,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1970,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1969,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1968,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1967,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1966,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1965,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1964,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1963,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1962,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1961,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Afghanistan,AFG,1960,1.049,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2021,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2020,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2019,1.081,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2018,1.084,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2017,1.087,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2016,1.088,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2015,1.091,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2014,1.094,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2013,1.096,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2012,1.099,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2011,1.104,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2010,1.112,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2009,1.118,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2008,1.121,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2007,1.126,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2006,1.129,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2005,1.129,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2004,1.128,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2003,1.125,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2002,1.12,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Albania,ALB,2001,1.111,
