Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Early-demographic dividend,EAR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29299641,35.46847822,35.36563916,35.84298803,35.94895196,36.19962402,36.44936589,36.82561794,37.09010446,37.17882031,36.99221223,36.7248754,36.75196825,36.75351456,36.78186647,36.75504057,37.00394513,36.83236504,36.87137611,36.83334738,36.61240148,36.45795163,36.46006934,36.47673435,36.71815428,36.86427932,36.99202567,37.04803443,37.19997738,36.06561512,37.00487916,37.80686416
East Asia & Pacific,EAS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.81507942,71.70284221,71.42076741,71.43266712,71.30521891,71.18242562,70.92946813,70.7550675,70.53944028,70.3737482,69.92308926,69.30709479,68.80516867,68.30216776,67.91028367,67.51361213,67.55771235,67.17294908,66.71328931,66.31810454,66.54833238,66.47249239,66.3374397,66.45833855,66.53282976,66.5558151,66.55552497,66.83317975,67.04471632,65.91812317,67.00700926,67.20573162
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.95344185,61.55069142,59.75618829,59.54179127,59.23632634,58.60138968,57.60325413,57.08680864,58.75448597,58.06136341,57.50542641,58.01931577,57.68684328,57.37167138,57.46688627,57.56752795,57.71143415,57.55612758,57.58379634,57.47920994,57.63742669,57.60947008,57.63407244,57.68324626,57.90498528,58.27593179,58.40867722,58.62146576,58.63934084,57.61740842,58.61264247,59.18372695
Europe & Central Asia,ECS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.63957379,59.43835397,58.67412551,58.74232745,58.66453856,58.644989,58.42094291,58.46149836,59.56600051,59.57786571,59.38260277,59.80816176,60.00079539,60.08722039,60.51168141,60.89818988,61.13937382,61.35689508,61.60580466,61.68542507,61.96051618,62.35952719,62.64099685,62.93231468,63.1857823,63.70056822,64.02468899,64.32150078,64.59398835,63.81653462,64.80237727,65.82312847
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.117,49.201,49.27,49.725,49.851,49.88,50.221,53.967,50.963,47.905,49.103,50.299,51.494,55.079,54.063,54.995,54.303,54.434,52.101,50.645,49.492,50.674,50.794,50.288,54.623,58.187,59.126,57.445,57.361,51.482,56.918,57.497
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.086,24.973,24.235,25.16,23.611,22.827,22.058,21.303,22.157,22.001,21.882,19.629,20.413,21.214,22.036,22.882,24.857,23.416,24.467,24.694,24.077,24.044,24.603,24.89,24.472,24.654,23.755,19.721,16.988,15.694,16.779,17.493
Euro area,EMU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02721182,53.96689816,54.11362019,54.70880928,55.03695569,55.60463697,56.08199022,56.82476389,57.74164759,58.38412959,58.56242828,59.49967125,60.5769199,61.15864663,62.14221122,62.9755117,63.54696902,64.20854847,64.70452807,65.00140367,65.44325257,66.25024665,66.72800726,67.08428661,67.27121197,67.97643767,68.30722231,68.60370906,69.12970557,68.18869375,69.40172775,70.35271131
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.252,74.36,74.495,74.681,74.761,74.845,74.869,74.832,74.768,74.667,74.557,74.39,74.187,74.027,73.894,73.908,73.938,73.9,73.966,74.017,74.138,74.182,74.131,74.349,74.18,74.146,73.987,73.99,73.915,72.929,73.061,73.869
Spain,ESP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18,42.519,43.33,45.126,45.859,46.705,47.957,48.61,49.631,51.784,50.449,53.693,55.5,57.124,58.85,60.662,61.898,63.586,65.127,66.252,67.338,68.349,68.731,68.807,69.019,69.187,68.857,68.631,68.995,67.609,69.679,69.918
Estonia,EST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.853,68.054,67.114,67.412,66.533,66.624,66.438,66.246,64.901,65.577,65.149,63.922,65.758,67.193,67.609,69.433,68.814,70.326,70.639,71.121,71.511,71.433,71.864,71.385,72.966,73.135,75.014,75.518,75.686,76.137,76.737,79.532
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.808,67.754,67.764,67.752,68.588,69.412,70.234,71.049,71.849,72.635,73.409,74.168,74.916,75.655,76.385,76.38,76.375,76.375,76.381,76.392,76.406,76.422,76.439,76.527,76.619,76.702,76.788,76.873,76.964,76.245,77.004,77.071
European Union,EUU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.70674606,56.64269153,56.58712791,56.87052539,56.93332868,57.22526331,57.52709423,57.99820518,58.71055833,59.25966204,59.38886461,59.70881815,60.39578818,60.82089327,61.51674378,62.18497839,62.60391345,63.13161119,63.61048971,63.96945619,64.35446812,65.16094177,65.65830976,66.15481591,66.40924228,67.03492104,67.54851056,67.90257233,68.40267642,67.6692277,68.82693409,69.82053703
Fragile and conflict affected situations,FCS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.82171988,57.67192241,57.39434349,57.20194863,57.245636,57.16328918,57.02419926,56.91852443,56.80586048,56.6756594,56.52863198,56.30119813,56.035004,55.89190782,55.78649877,55.43299654,55.13866279,54.75572601,54.37212268,54.00331324,53.84247934,53.47666277,53.34205368,53.20150296,53.13230213,52.93122063,52.48883211,52.26675217,51.75107874,50.82498021,50.76226874,49.85903357
Finland,FIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.971,70.556,69.772,69.023,69.1,69.121,69.806,69.973,71.412,71.461,72.243,72.652,72.383,72.356,72.802,73.26,73.835,73.937,73.496,72.498,72.639,73.384,73.412,73.884,74.42,74.053,74.915,76.256,76.564,76.489,77.239,78.909
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.505,40.401,40.382,40.309,40.282,40.22,39.84,39.465,39.094,38.725,38.358,37.992,37.627,37.267,36.08,37.867,39.67,41.494,43.334,45.178,47.025,45.935,44.823,43.685,42.079,40.481,40.56,40.656,40.747,39.418,39.421,41.177
France,FRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.694,59.442,60.181,60.643,61.154,61.827,61.63,62.178,62.764,63.082,62.878,63.19,64.847,64.652,64.919,65.005,65.39,65.695,66.332,66.449,66.409,67.101,67.832,68.113,68.482,68.788,68.671,69.229,69.303,68.703,71.073,71.757
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.888,40.79,40.728,40.683,40.655,40.626,40.621,40.626,40.608,40.622,40.661,40.703,40.756,40.803,40.848,40.933,41.025,41.083,41.134,41.181,41.252,41.313,41.357,41.386,41.412,41.317,41.237,41.175,41.138,38.614,39.296,41.104
United Kingdom,GBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.577,66.64,66.765,66.857,66.793,67.332,67.735,67.641,67.949,68.397,68.278,68.738,68.543,68.873,69.304,69.779,69.475,69.799,69.912,69.769,70.103,70.634,71.269,71.69,72.093,72.639,73.297,73.694,74.2,74.492,74.417,74.228
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.134,60.656,61.237,61.873,61.568,60.847,60.246,60.043,61.689,57.727,61.069,59.292,61.089,60.333,59.287,57.295,59.14,58.846,59.878,61.756,62.097,62.722,62.091,63.098,65.021,63.624,62.723,61.934,60.537,60.895,61.811,60.866
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.707,77.309,76.899,76.48,76.054,75.623,75.184,74.739,74.29,73.835,73.391,72.942,72.49,72.031,71.566,71.094,70.616,70.13,69.635,69.133,68.628,68.12,67.611,67.104,66.598,66.663,66.754,66.854,66.966,66.359,66.561,67.138
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.94,65.867,65.82,65.782,65.759,65.683,65.647,65.628,65.612,65.613,65.568,65.539,64.297,63.044,61.787,60.518,59.235,57.942,56.643,55.34,54.031,52.719,51.404,50.079,48.76,47.453,46.152,44.854,43.561,43.123,42.985,43.612
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.648,46.499,46.376,46.676,46.993,47.315,47.639,47.96,48.282,48.6,48.915,49.222,49.513,49.784,50.053,50.322,50.594,50.869,51.147,51.427,51.697,51.975,52.891,53.799,54.708,55.627,56.553,57.484,57.506,56.936,57.541,57.464
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.342,49.265,49.208,49.18,49.183,49.15,49.133,49.022,49.036,49.061,49.085,49.106,49.138,49.184,49.241,49.264,49.297,49.332,49.368,49.404,49.42,49.423,49.444,49.466,49.507,49.539,49.582,49.626,49.691,49.22,49.718,49.648
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.462,51.432,51.405,51.398,51.418,51.483,51.586,51.697,51.788,51.867,51.94,52.013,52.065,52.097,52.121,52.207,52.31,52.409,52.502,52.598,52.621,52.625,52.64,52.668,52.723,52.751,52.829,52.917,52.997,50.348,51.288,52.767
Greece,GRC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.35,41.994,42.551,43.544,44.603,46.251,46.662,49.131,50.128,50.323,49.579,50.616,51.576,53.438,53.859,54.421,54.248,54.354,55.747,56.828,56.898,57.799,57.87,58.617,59.4,59.628,59.429,59.038,59.4,58.428,59.37,61.199
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.497,40.774,40.96,41.175,41.512,41.598,41.883,42.261,42.51,42.713,42.807,43.061,43.187,43.413,43.324,43.246,43.177,43.118,43.069,43.03,41.967,47.327,41.429,41.563,40.199,41.302,40.299,40.11,38.939,38.557,40.049,42.279
Guam,GUM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,63.081,63.24,63.378,63.512,63.65,63.785,63.924,64.07,64.229,62.253,58.458,57.652,56.815,59.319,59.808,52.376,55.11,57.853,61.398,61.353,61.813,62.268,62.747,63.168,63.544,63.955,64.25,64.737,64.008,65.342,65.801
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.261,40.111,40.93,40.426,39.919,39.414,38.915,38.423,37.934,37.444,36.956,36.465,36.937,37.438,37.946,38.457,38.973,39.5,40.036,40.586,41.153,41.729,42.337,42.979,43.628,44.287,44.953,45.469,42.06,41.838,42.373,41.911
High income,HIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.97971474,59.15142098,59.22160184,59.68542206,59.91065612,60.32752009,60.82833879,60.94953983,61.32513822,61.69644899,61.78926212,61.91097022,62.15008279,62.34692562,62.79488876,63.2036834,63.34272581,63.68798873,63.7990016,63.78241153,63.86714759,64.23759082,64.52827041,64.92475365,65.14901059,65.73560514,66.24144793,66.74332851,67.39012848,66.77262611,67.66146132,68.52343945
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.769,52.459,52.961,53.944,54.445,54.949,55.389,56.18,56.413,56.641,58.661,60.271,60.016,60.362,60.535,61.42,61.907,61.995,62.103,60.623,61.922,62.737,64.084,64.449,64.968,65.434,66.135,66.697,66.785,66.578,66.955,65.919
Honduras,HND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.042,45.496,46.009,45.8,46.276,46.255,46.545,46.721,46.409,44.636,44.18,43.733,43.293,42.862,42.437,39.47,38.847,40.494,41.889,43.709,40.685,39.402,44.569,47.333,48.049,47.417,46.997,51.862,48.672,49.062,50.959,51.33
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9528255,63.8917315,63.7180882,63.68431822,63.87641499,63.92101982,63.90760962,63.92056587,63.95848151,63.97592379,64.06768949,64.10116065,64.08227875,64.1352744,64.15346954,63.91415906,63.63297313,63.38524701,63.05406201,62.74421124,62.42352266,61.97096841,61.8763196,61.7626743,61.60251977,61.68280464,61.57701742,61.5555547,61.31437471,60.70197708,60.89369966,60.64623923
Croatia,HRV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.288,55.353,55.334,55.267,55.332,55.444,55.477,55.504,55.524,55.534,55.556,55.58,54.19,55.225,54.308,54.655,58.296,58.995,60.346,59.748,57.805,58.15,58.757,61.607,62.605,61.225,61.692,62.001,61.786,61.735,63.742,65.371
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.292,58.37,58.453,58.542,58.638,58.582,58.531,58.488,58.455,58.431,58.742,59.055,59.372,59.688,60.004,60.461,60.933,61.398,61.876,62.308,62.95,62.973,63.295,63.654,63.807,63.946,64.151,64.285,64.026,63.447,64.191,62.622
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.341,57.296,54.948,52.699,50.343,49.569,48.654,50.625,51.943,52.347,51.966,52.346,53.651,53.535,54.892,55.376,54.977,54.846,55.073,56.309,56.531,57.903,58.446,60.59,62.091,63.358,64.119,64.827,65.19,65.234,71.188,72.12
IBRD only,IBD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55428429,55.47494416,55.16401887,55.18498657,55.16037182,54.98800197,54.89666097,54.87567255,55.03063721,54.92520843,54.58517036,54.22989149,53.96777636,53.73977005,53.58069738,53.3029799,53.22424436,52.794074,52.52957299,52.04668506,51.82472768,51.58594791,51.36861927,51.256624,51.27525663,51.2778469,51.18891301,51.11535043,51.08953347,49.55296593,50.73179504,51.17067105
IDA & IBRD total,IBT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.49077103,54.40510494,54.15034309,54.18208859,54.11315189,53.98589832,53.92150654,53.92501501,54.0393261,53.94150558,53.63777462,53.33111225,53.11946905,52.93779277,52.80624458,52.55095151,52.45410977,52.09033967,51.87857247,51.49751011,51.30896633,51.08778962,50.93937248,50.86504948,50.93346391,50.91515206,50.88904695,50.79834175,50.80928359,49.52941738,50.51395164,50.80394587
IDA total,IDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.59464261,49.52375244,49.5728448,49.70202843,49.48330933,49.59689957,49.68611329,49.83472774,49.81814863,49.79739297,49.68915007,49.62315679,49.65486313,49.6954111,49.70691109,49.57638621,49.44732412,49.37722251,49.40172373,49.43832822,49.4037007,49.27316562,49.3959454,49.47619774,49.73948478,49.66931732,49.87774354,49.74979256,49.90061258,49.45461748,49.83613075,49.69662858
IDA blend,IDB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3346756,41.59039322,41.86617647,42.13679489,41.37382285,41.79534533,42.22668285,42.28918558,42.43453707,42.55124563,42.41264841,42.37906268,42.6851027,42.95401527,43.15155984,43.34633839,43.37389761,43.40984725,43.72088926,44.02459896,44.05331796,44.04371488,44.06623808,44.00265116,44.29942067,43.79584642,43.31587219,42.81160865,43.50521397,43.31191752,43.90481789,44.01769622
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.342,52.115,51.131,52.548,52.462,52.369,51.427,52.759,52.982,53.42,51.859,49.99,49.591,48.974,48.022,48.044,51.944,52.612,52.43,53.15,53.454,54.044,53.208,53.06,53.171,53.386,54.32,55.564,56.296,55.459,54.406,54.621
IDA only,IDX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56991853,53.33381722,53.26229315,53.32299891,53.36948954,53.35127913,53.29294289,53.49705703,53.4124355,53.34559203,53.27353099,53.19301817,53.08351225,53.01074562,52.92884761,52.63535621,52.42899597,52.30935807,52.19630543,52.10561721,52.04009535,51.84459871,52.01085212,52.15498941,52.3949734,52.52728402,53.06136856,53.10798077,52.98763755,52.4131866,52.68881812,52.42715132
Isle of Man,IMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.152,29.234,29.352,29.517,29.93,30.351,30.781,31.219,31.666,32.121,32.021,31.93,31.849,31.777,31.713,31.413,31.114,30.818,30.525,30.235,29.364,28.509,28.539,28.561,28.555,28.525,28.444,28.339,28.245,27.783,28.722,29.924
Not classified,INX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.646,46.477,48.407,49.706,50.118,51.752,52.915,55.578,57.904,59.059,59.182,60.324,60.74,60.974,63.85,64.477,66.108,65.926,65.27,64.497,64.474,64.64,65.504,65.294,65.287,66.314,66.665,67.155,67.448,66.218,69.81,71.823
"Iran, Islamic Rep.",IRN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.378,10.514,10.657,10.805,10.956,11.114,11.906,12.738,13.612,14.527,15.483,16.487,17.519,18.576,19.672,18.993,17.919,15.583,16.453,16.021,14.502,15.668,14.166,13.828,15.345,17.382,18.762,18.904,18.406,15.112,14.524,15.113
Iraq,IRQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,9.144,9.178,9.209,9.234,9.264,9.286,9.592,9.908,10.236,10.575,10.924,11.288,11.668,12.06,12.466,12.886,12.823,12.752,12.677,12.602,12.524,13.454,14.436,14.905,15.392,11.89,11.933,11.971,11.374,11.56,11.664
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.677,77.743,78.247,79.01,81.823,80.259,79.085,81.175,83.256,85.82,84.694,83.687,84.013,82.058,82.51,83.289,82.621,81.66,81.099,81.676,81.56,82.529,83.302,84.55,85.804,86.249,85.805,84.555,84.478,82.176,82.055,84.054
Israel,ISR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.025,55.58,56.948,58.847,59.905,59.839,59.846,59.701,61.142,62.408,62.563,62.098,63.147,63.664,64.288,64.79,65.361,65.257,66.136,66.463,66.12,68.351,68.277,69.453,69.372,69.663,69.704,70.351,70.203,68.923,69.508,71.192
Italy,ITA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.848,42.633,42.218,42.462,42.706,43.434,44.001,44.885,45.952,46.651,47.54,48.533,49.406,51.073,50.895,51.246,50.987,51.979,51.436,51.371,51.807,53.824,54.01,54.867,54.548,55.622,56.32,56.587,56.888,55.05,55.667,56.769
Jamaica,JAM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23,68.77,68.256,67.689,67.061,66.38,65.653,64.874,63.711,62.661,61.605,61.04,60.505,60.254,60.006,59.756,59.494,59.224,57.14,55.691,56.375,56.865,57.744,58.348,62.76,61.853,62.916,62.675,64.402,62.149,64.905,64.085
Jordan,JOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.604,11.725,11.831,11.97,12.161,12.189,12.268,12.372,12.48,12.583,11.996,12.648,11.551,11.837,12.124,12.347,15.31,14.859,15.558,15.421,15.388,14.796,13.756,12.953,14.303,15.846,17.508,15.461,14.457,15.866,14.802,14.511
Japan,JPN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.174,58.486,58.431,58.559,58.681,59.161,59.948,60.062,59.831,59.914,60.417,60.193,60.277,60.631,61.261,61.793,62.334,62.791,63.301,63.528,63.48,63.831,65.435,66.561,67.265,68.621,70.055,71.89,73.305,73.223,73.917,75.011
Kazakhstan,KAZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.452,71.72,72.111,72.605,72.903,72.867,72.742,72.68,72.516,72.244,71.997,71.93,72.447,72.55,72.51,73.054,73.968,74.779,74.292,73.884,73.603,73.447,73.408,73.421,73.459,73.503,73.574,73.665,73.83,73.072,74.078,73.122
Kenya,KEN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.745,70.824,70.92,71.025,71.133,71.22,71.281,71.34,71.403,71.421,71.434,71.446,71.457,71.469,71.483,71.499,71.517,71.536,71.558,71.589,71.629,71.671,71.711,71.75,71.784,71.812,71.994,72.189,72.39,71.706,72.597,72.527
